START_DATE,END_DATE,CATEGORY,START,STOP,MILES,PURPOSE,Driver_Rating,Passenger_Rating,Ride_Distance_km,Ride_Duration_min,Surge_Pricing_Multiplier,Weather_Condition,Traffic_Level,Payment_Method,Promo_Code_Used,Cancellation_Status,Pickup_Area_Type,Drop_Area_Type,Vehicle_Type,Driver_Experience_Years,Customer_Support_Calls,Base_Fare,Cost_Per_Km,Estimated_Fare,Total_Fare,Fare_Per_Minute,Hour,Peak_Hour,Day_of_Week,Weekend_Ride,Long_Ride_Flag,High_Traffic_Flag,High_Rated_Driver,Discount_Amount,Final_Payable_Amount,
01-04-2016 16:01,04-01-2016 16:49,Business,Orlando,Kissimmee,20.3,Meeting,3.6,4.7,10.21,40,2.38,Stormy,Low,Cash,No,Cancelled by Driver,Rural,Urban,Auto,1,3,50,12,172.52,410.5976,4.313,16,No,Friday,No,No,No,No,0,410.5976,
01-04-2016 16:52,04-01-2016 16:57,Personal,Kissimmee,Kissimmee,0.7,,4.7,4.9,1,101,2.46,Clear,Medium,Cash,Yes,Cancelled by Passenger,Urban,Urban,Mini,6,2,50,12,62,152.52,0.613861386,16,No,Friday,No,No,No,Yes,6.2,146.32,
02-04-2016 08:48,04-02-2016 09:04,Personal,Kissimmee,Kissimmee,5.5,,4,4.4,15.82,5,1.09,Clear,High,Cash,Yes,Completed,Urban,Urban,Sedan,4,1,50,12,239.84,261.4256,47.968,8,Yes,Saturday,Yes,Yes,Yes,No,23.984,237.4416,
02-04-2016 11:01,04-02-2016 11:16,Personal,Kissimmee,Kissimmee,5.1,,3.7,4,2.36,19,2.86,Foggy,Medium,UPI,Yes,Cancelled by Passenger,Rural,Suburban,SUV,3,1,50,12,78.32,223.9952,4.122105263,11,No,Saturday,Yes,No,No,No,7.832,216.1632,
02-04-2016 12:21,04-02-2016 14:47,Business,Kissimmee,Daytona Beach,77.3,Customer Visit,4.3,4.2,9.01,81,1.18,Clear,Low,Wallet,Yes,Completed,Rural,Rural,Auto,6,0,50,12,158.12,186.5816,1.952098765,12,No,Saturday,Yes,No,No,No,15.812,170.7696,
02-04-2016 16:57,04-02-2016 18:09,Business,Daytona Beach,Jacksonville,80.5,Customer Visit,4.7,4.7,21.5,21,1.57,Foggy,High,Card,No,Completed,Rural,Suburban,Sedan,2,4,50,12,308,483.56,14.66666667,16,No,Saturday,Yes,Yes,Yes,Yes,0,483.56,
02-04-2016 19:38,04-02-2016 22:36,Business,Jacksonville,Ridgeland,174.2,Customer Visit,3.8,4.1,2.82,28,2.34,Stormy,High,Cash,No,Cancelled by Passenger,Suburban,Suburban,Sedan,8,0,50,12,83.84,196.1856,2.994285714,19,Yes,Saturday,Yes,No,Yes,No,0,196.1856,
02-04-2016 23:11,04-03-2016 01:34,Business,Ridgeland,Florence,144,Meeting,4.4,3.1,25.34,62,1.34,Rainy,Medium,UPI,No,Completed,Suburban,Urban,Sedan,1,2,50,12,354.08,474.4672,5.710967742,23,No,Saturday,Yes,Yes,No,No,0,474.4672,
03-04-2016 02:00,04-03-2016 04:16,Business,Florence,Cary,159.3,Meeting,3.6,4.9,1.11,76,1.11,Clear,Medium,Card,No,Cancelled by Driver,Rural,Urban,SUV,12,2,50,12,63.32,70.2852,0.833157895,2,No,Sunday,Yes,No,No,No,0,70.2852,
05-04-2016 21:39,04-05-2016 21:55,Business,Whitebridge,Wayne Ridge,7.9,Meal/Entertain,3.6,4.4,8.16,118,1.66,Stormy,Low,Cash,No,Cancelled by Driver,Suburban,Rural,SUV,9,1,50,12,147.92,245.5472,1.253559322,21,No,Tuesday,No,No,No,No,0,245.5472,
06-04-2016 00:19,04-06-2016 00:39,Business,Wayne Ridge,Whitebridge,8,Meal/Entertain,4.3,4.4,22.49,95,2.53,Rainy,High,Card,Yes,Completed,Urban,Rural,SUV,8,2,50,12,319.88,809.2964,3.367157895,0,No,Wednesday,No,Yes,Yes,No,31.988,777.3084,
07-04-2016 18:20,04-07-2016 18:39,Business,Cary,Morrisville,6.1,Meal/Entertain,4.3,3.4,10.17,113,1.83,Rainy,Low,Cash,Yes,Cancelled by Driver,Rural,Urban,Mini,1,4,50,12,172.04,314.8332,1.522477876,18,Yes,Thursday,No,No,No,No,17.204,297.6292,
07-04-2016 19:45,04-07-2016 20:00,Business,Morrisville,Cary,6.1,Errand/Supplies,4.5,4.3,3.95,27,2.31,Rainy,Medium,Card,Yes,Cancelled by Passenger,Urban,Rural,Auto,10,3,50,12,97.4,224.994,3.607407407,19,Yes,Thursday,No,No,No,Yes,9.74,215.254,
08-04-2016 12:30,04-08-2016 12:48,Business,Cary,Durham,10.5,Meeting,4.6,3.8,11.45,50,2.16,Stormy,High,Card,Yes,Cancelled by Driver,Rural,Rural,Mini,12,2,50,12,187.4,404.784,3.748,12,No,Friday,No,No,Yes,Yes,18.74,386.044,
08-04-2016 13:34,04-08-2016 13:51,Business,Durham,Cary,8.7,Meal/Entertain,5,4.3,8.84,76,1.04,Stormy,Low,Wallet,Yes,Completed,Urban,Urban,SUV,9,0,50,12,156.08,162.3232,2.053684211,13,No,Friday,No,No,No,Yes,15.608,146.7152,
08-04-2016 13:55,04-08-2016 14:03,Business,Westpark Place,Whitebridge,1.8,Errand/Supplies,4.3,3.2,25.44,12,2.98,Foggy,Low,Wallet,No,Cancelled by Passenger,Rural,Suburban,Auto,2,4,50,12,355.28,1058.7344,29.60666667,13,No,Friday,No,Yes,No,No,0,1058.7344,
08-04-2016 14:43,04-08-2016 15:20,Business,Cary,Raleigh,19.1,Meeting,4,4.3,10.09,63,1.08,Rainy,Low,Cash,Yes,Cancelled by Driver,Urban,Rural,Mini,3,2,50,12,171.08,184.7664,2.715555556,14,No,Friday,No,No,No,No,17.108,167.6584,
08-04-2016 16:05,04-08-2016 16:47,Business,Raleigh,Cary,18.6,Meeting,4.7,5,23.88,94,2.94,Rainy,Low,UPI,Yes,Cancelled by Passenger,Rural,Urban,Mini,2,2,50,12,336.56,989.4864,3.580425532,16,No,Friday,No,Yes,No,Yes,33.656,955.8304,
12-04-2016 09:15,04-12-2016 09:26,Business,Whitebridge,Edgehill Farms,2.8,Errand/Supplies,3.9,3.1,26.86,115,2.1,Rainy,Low,Wallet,No,Completed,Rural,Rural,Mini,13,4,50,12,372.32,781.872,3.237565217,9,Yes,Tuesday,No,Yes,No,No,0,781.872,
12-04-2016 09:34,04-12-2016 09:53,Business,Cary,Raleigh,8.9,Meeting,4.2,5,13.58,63,2.93,Foggy,High,Card,No,Cancelled by Driver,Suburban,Rural,SUV,14,2,50,12,212.96,623.9728,3.38031746,9,Yes,Tuesday,No,No,Yes,No,0,623.9728,
12-04-2016 10:58,04-12-2016 11:18,Business,Meredith,Cedar Hill,7.5,Customer Visit,3.6,3.8,27.39,17,1.23,Rainy,Low,Wallet,Yes,Cancelled by Passenger,Urban,Urban,Sedan,8,3,50,12,378.68,465.7764,22.27529412,10,Yes,Tuesday,No,Yes,No,No,37.868,427.9084,
12-04-2016 12:22,04-12-2016 12:44,Business,Raleigh,Morrisville,15.9,Meeting,3.5,4.7,11.94,43,1.98,Stormy,High,Wallet,Yes,Cancelled by Passenger,Suburban,Rural,Auto,2,1,50,12,193.28,382.6944,4.494883721,12,No,Tuesday,No,No,Yes,No,19.328,363.3664,
12-04-2016 13:42,04-12-2016 14:01,Business,Morrisville,Cary,6.5,Meal/Entertain,4.9,4.6,28.96,105,1.34,Rainy,Low,Cash,No,Cancelled by Driver,Urban,Rural,SUV,10,4,50,12,397.52,532.6768,3.785904762,13,No,Tuesday,No,Yes,No,Yes,0,532.6768,
,4/14/2016 8:09,Business,Cary,Holly Springs,15.3,Temporary Site,4.8,4.1,3.59,117,1.1,Clear,Medium,Wallet,Yes,Cancelled by Passenger,Suburban,Rural,Auto,2,0,50,12,93.08,102.388,0.795555556,,No,,No,No,No,Yes,9.308,93.08,
,4/14/2016 16:43,Business,Holly Springs,Cary,13.7,Temporary Site,4.5,4.5,20.92,32,2.24,Stormy,Medium,Wallet,Yes,Cancelled by Passenger,Rural,Suburban,SUV,1,2,50,12,301.04,674.3296,9.4075,,No,,No,Yes,No,Yes,30.104,644.2256,
,4/15/2016 12:07,Business,Cary,Raleigh,11.9,Temporary Site,4.1,4.8,15.32,93,1.42,Foggy,Low,Card,Yes,Completed,Suburban,Suburban,Mini,7,1,50,12,233.84,332.0528,2.514408602,,No,,No,Yes,No,No,23.384,308.6688,
,4/15/2016 12:32,Business,Meredith Townes,Harden Place,1.4,Errand/Supplies,3.8,3.8,12.24,65,2.18,Rainy,Medium,Wallet,No,Completed,Suburban,Rural,Mini,12,0,50,12,196.88,429.1984,3.028923077,,No,,No,No,No,No,0,429.1984,
,4/15/2016 15:01,Business,Raleigh,Cary,15.2,Meeting,3.7,3.7,19.35,20,1.22,Clear,High,Card,Yes,Completed,Rural,Urban,Sedan,2,0,50,12,282.2,344.284,14.11,,No,,No,Yes,Yes,No,28.22,316.064,
,4/16/2016 13:17,Business,Cary,Morrisville,6,Errand/Supplies,3.9,4.3,21.41,6,1.66,Foggy,Low,Wallet,Yes,Completed,Suburban,Rural,Sedan,10,3,50,12,306.92,509.4872,51.15333333,,No,,No,Yes,No,No,30.692,478.7952,
,4/16/2016 15:26,Business,Morrisville,Cary,6.1,Meal/Entertain,4.3,4.6,1.13,86,2.56,Foggy,High,Wallet,No,Completed,Rural,Rural,Auto,5,1,50,12,63.56,162.7136,0.739069767,,No,,No,No,Yes,No,0,162.7136,
,4/19/2016 18:08,Business,Whitebridge,Wayne Ridge,8.2,Meal/Entertain,4.6,4.5,5.84,21,1.87,Stormy,Low,UPI,No,Completed,Urban,Suburban,Sedan,5,4,50,12,120.08,224.5496,5.718095238,,No,,No,No,No,Yes,0,224.5496,
,4/19/2016 20:19,Business,Wayne Ridge,Whitebridge,8,Meal/Entertain,4.5,4.6,21.68,34,2.26,Foggy,Medium,Wallet,No,Cancelled by Driver,Suburban,Suburban,Sedan,3,1,50,12,310.16,700.9616,9.122352941,,No,,No,Yes,No,Yes,0,700.9616,
,4/22/2016 9:04,Business,Cary,Raleigh,13.6,Meeting,3.9,3.9,20.33,107,2.29,Foggy,High,Card,Yes,Completed,Rural,Suburban,Auto,3,1,50,12,293.96,673.1684,2.74728972,,No,,No,Yes,Yes,No,29.396,643.7724,
,4/22/2016 10:40,Business,Raleigh,Cary,22.5,Meeting,4.9,4.6,29.02,17,2.69,Foggy,Medium,Card,No,Cancelled by Passenger,Rural,Rural,SUV,13,0,50,12,398.24,1071.2656,23.42588235,,No,,No,Yes,No,Yes,0,1071.2656,
,4/22/2016 12:28,Business,Cary,Durham,10.4,Meeting,4.6,3.2,23.07,100,1.65,Foggy,Medium,Cash,Yes,Cancelled by Driver,Suburban,Rural,Sedan,12,3,50,12,326.84,539.286,3.2684,,No,,No,Yes,No,Yes,32.684,506.602,
,4/22/2016 13:26,Business,Durham,Cary,10,Meeting,4.3,4.1,28.57,118,2.37,Rainy,Low,Cash,No,Cancelled by Passenger,Urban,Urban,SUV,3,3,50,12,392.84,931.0308,3.329152542,,No,,No,Yes,No,No,0,931.0308,
,4/23/2016 17:16,Business,Whitebridge,Tanglewood,6,Meal/Entertain,4.4,3,21.37,97,2.92,Rainy,High,UPI,Yes,Completed,Suburban,Rural,Mini,6,1,50,12,306.44,894.8048,3.159175258,,No,,No,Yes,Yes,No,30.644,864.1608,
,4/23/2016 19:05,Business,Tanglewood,Whitebridge,6.5,Meal/Entertain,4.1,3.6,9.64,114,2.46,Rainy,Medium,Card,No,Completed,Rural,Rural,Sedan,14,1,50,12,165.68,407.5728,1.453333333,,No,,No,No,No,No,0,407.5728,
,4/24/2016 19:16,Business,Cary,Morrisville,3.1,Errand/Supplies,3.9,3.7,4.06,98,1.98,Rainy,Low,Card,Yes,Cancelled by Passenger,Urban,Suburban,Mini,4,2,50,12,98.72,195.4656,1.007346939,,No,,No,No,No,No,9.872,185.5936,
,4/24/2016 19:52,Business,Chessington,Chessington,1.9,Errand/Supplies,4,3.8,23.67,86,2.26,Clear,Low,Card,Yes,Cancelled by Passenger,Suburban,Suburban,Mini,13,0,50,12,334.04,754.9304,3.884186047,,No,,No,Yes,No,No,33.404,721.5264,
,4/24/2016 21:50,Business,Morrisville,Cary,4.2,Between Offices,4.6,4.4,19.68,17,2.48,Rainy,Low,UPI,No,Cancelled by Passenger,Rural,Suburban,SUV,3,4,50,12,286.16,709.6768,16.83294118,,No,,No,Yes,No,Yes,0,709.6768,
,4/27/2016 13:40,Business,Whitebridge,Burtrose,4.9,Between Offices,3.5,3.8,2.4,47,2.22,Foggy,Medium,Card,No,Cancelled by Driver,Suburban,Suburban,Auto,2,4,50,12,78.8,174.936,1.676595745,,No,,No,No,No,No,0,174.936,
,4/27/2016 14:25,Business,Burtrose,Whitebridge,4.8,Between Offices,3.7,3.9,11.44,89,1.03,Rainy,Low,Cash,Yes,Completed,Urban,Suburban,Sedan,13,3,50,12,187.28,192.8984,2.104269663,,No,,No,No,No,No,18.728,174.1704,
,4/28/2016 12:34,Business,Cary,Raleigh,12.4,Customer Visit,3.6,3.5,28.75,98,1.39,Rainy,High,UPI,No,Cancelled by Passenger,Urban,Urban,SUV,3,0,50,12,395,549.05,4.030612245,,No,,No,Yes,Yes,No,0,549.05,
,4/28/2016 13:49,Business,Raleigh,Cary,32.8,Customer Visit,3.6,3.7,15.51,25,2.62,Stormy,High,Cash,Yes,Completed,Urban,Urban,Auto,4,3,50,12,236.12,618.6344,9.4448,,No,,No,Yes,Yes,No,23.612,595.0224,
,4/28/2016 22:28,Business,Morrisville,Cary,5.5,Customer Visit,4.8,3.5,13.55,116,1.55,Foggy,Medium,Cash,No,Cancelled by Passenger,Urban,Urban,Mini,6,4,50,12,212.6,329.53,1.832758621,,No,,No,No,No,Yes,0,329.53,
,4/29/2016 12:01,Business,Cary,Durham,9.9,Meeting,4.6,3.1,14.27,59,2.46,Rainy,High,UPI,No,Completed,Urban,Suburban,Sedan,4,1,50,12,221.24,544.2504,3.749830508,,No,,No,No,Yes,Yes,0,544.2504,
,4/29/2016 13:34,Business,Durham,Cary,10,Meeting,4.2,4.2,7.06,85,1.74,Rainy,Low,Wallet,Yes,Cancelled by Driver,Suburban,Suburban,Mini,8,0,50,12,134.72,234.4128,1.584941176,,No,,No,No,No,No,13.472,220.9408,
,4/29/2016 19:18,Business,Cary,Durham,14.2,Customer Visit,3.6,4.3,11.69,44,2.04,Rainy,Medium,Wallet,No,Completed,Urban,Suburban,Mini,3,0,50,12,190.28,388.1712,4.324545455,,No,,No,No,No,No,0,388.1712,
,4/29/2016 23:19,Business,Durham,Cary,18.2,Meeting,4.2,4.2,11.72,87,1.14,Clear,Low,Cash,No,Cancelled by Passenger,Urban,Urban,Sedan,12,2,50,12,190.64,217.3296,2.191264368,,No,,No,No,No,No,0,217.3296,
,4/30/2016 18:57,Business,Whitebridge,Waverly Place,7.7,Meal/Entertain,4.2,3.9,2.52,19,1.36,Rainy,Medium,Wallet,Yes,Completed,Rural,Suburban,Auto,3,1,50,12,80.24,109.1264,4.223157895,,No,,No,No,No,No,8.024,101.1024,
,4/30/2016 22:34,Business,Waverly Place,Whitebridge,6.8,,3.8,3.8,23.26,77,2.91,Stormy,Medium,Card,Yes,Cancelled by Driver,Urban,Urban,Auto,3,1,50,12,329.12,957.7392,4.274285714,,No,,No,Yes,No,No,32.912,924.8272,
01-05-2016 13:45,05-01-2016 13:53,Business,Whitebridge,Westpark Place,2.1,Meal/Entertain,4.2,4.7,13.08,56,2.78,Foggy,Low,UPI,No,Cancelled by Driver,Rural,Suburban,Sedan,8,3,50,12,206.96,575.3488,3.695714286,13,No,Sunday,Yes,No,No,No,0,575.3488,
01-05-2016 14:26,05-01-2016 14:31,Business,Westpark Place,Whitebridge,2.3,,4.1,4,24.84,78,2.3,Foggy,High,Cash,Yes,Completed,Rural,Rural,Sedan,4,0,50,12,348.08,800.584,4.462564103,14,No,Sunday,Yes,Yes,Yes,No,34.808,765.776,
01-05-2016 17:33,05-01-2016 17:45,Business,Whitebridge,Tanglewood,6.2,Between Offices,4.4,4,25.66,112,1.92,Rainy,High,Card,No,Cancelled by Passenger,Rural,Urban,SUV,1,3,50,12,357.92,687.2064,3.195714286,17,Yes,Sunday,Yes,Yes,Yes,No,0,687.2064,
01-05-2016 17:54,05-01-2016 18:10,Business,Tanglewood,Parkway,7.5,Meeting,4.5,3.1,7.15,99,2.35,Rainy,Medium,Wallet,No,Cancelled by Driver,Suburban,Rural,SUV,2,1,50,12,135.8,319.13,1.371717172,17,Yes,Sunday,Yes,No,No,Yes,0,319.13,
01-05-2016 22:38,05-01-2016 22:49,Business,Parkway,Whitebridge,3.1,Errand/Supplies,3.6,3.7,20.06,57,2.24,Rainy,Low,Card,Yes,Cancelled by Driver,Suburban,Urban,Mini,13,2,50,12,290.72,651.2128,5.100350877,22,No,Sunday,Yes,Yes,No,No,29.072,622.1408,
02-05-2016 14:14,05-02-2016 14:21,Business,Whitebridge,Westpark Place,2.2,Errand/Supplies,4.1,3.8,14.7,91,2.14,Foggy,Low,Wallet,Yes,Completed,Rural,Suburban,Sedan,14,0,50,12,226.4,484.496,2.487912088,14,No,Monday,No,No,No,No,22.64,461.856,
02-05-2016 15:37,05-02-2016 15:48,Business,Westpark Place,Whitebridge,3.9,Meal/Entertain,4.4,3.8,26.52,56,1.12,Foggy,Medium,Cash,Yes,Cancelled by Driver,Suburban,Suburban,Auto,10,1,50,12,368.24,412.4288,6.575714286,15,No,Monday,No,Yes,No,No,36.824,375.6048,
03-05-2016 22:20,05-03-2016 22:28,Business,Morrisville,Cary,2.5,Meal/Entertain,4.3,4.2,7.26,34,2.27,Clear,High,Card,Yes,Cancelled by Driver,Urban,Rural,Mini,13,2,50,12,137.12,311.2624,4.032941176,22,No,Tuesday,No,No,Yes,No,13.712,297.5504,
04-05-2016 15:16,05-04-2016 15:37,Business,Cary,Morrisville,8.7,Meal/Entertain,4.8,4.1,20.66,37,2.54,Stormy,Low,UPI,Yes,Cancelled by Passenger,Suburban,Suburban,Mini,13,4,50,12,297.92,756.7168,8.051891892,15,No,Wednesday,No,Yes,No,Yes,29.792,726.9248,
04-05-2016 20:55,05-04-2016 21:14,Business,Mcvan,Capitol One,14.5,Errand/Supplies,4.5,4.2,18.62,61,2.99,Clear,High,Cash,Yes,Cancelled by Passenger,Urban,Urban,Mini,14,1,50,12,273.44,817.5856,4.482622951,20,Yes,Wednesday,No,Yes,Yes,Yes,27.344,790.2416,
04-05-2016 21:30,05-04-2016 21:36,Business,Capitol One,University District,4.5,Meal/Entertain,3.7,4.5,9.56,56,1.02,Stormy,High,Card,No,Cancelled by Passenger,Urban,Suburban,Mini,2,4,50,12,164.72,168.0144,2.941428571,21,No,Wednesday,No,No,Yes,No,0,168.0144,
04-05-2016 22:19,05-04-2016 22:27,Business,University District,Capitol One,5,Meal/Entertain,3.6,4.6,4.96,13,2.46,Clear,Medium,Card,No,Completed,Suburban,Suburban,Auto,14,3,50,12,109.52,269.4192,8.424615385,22,No,Wednesday,No,No,No,No,0,269.4192,
05-05-2016 21:24,05-05-2016 21:36,Business,Seattle,Redmond,14.2,Meal/Entertain,4.5,4.4,19.9,58,2.14,Foggy,Medium,Wallet,Yes,Cancelled by Driver,Suburban,Urban,Mini,3,4,50,12,288.8,618.032,4.979310345,21,No,Thursday,No,Yes,No,Yes,28.88,589.152,
05-05-2016 22:34,05-05-2016 22:40,Business,Redmond,Bellevue,2.9,Errand/Supplies,3.5,4.9,22.42,115,1.87,Clear,High,Cash,No,Completed,Rural,Rural,Sedan,6,1,50,12,319.04,596.6048,2.77426087,22,No,Thursday,No,Yes,Yes,No,0,596.6048,
05-05-2016 23:55,05-06-2016 00:08,Business,Bellevue,Seattle,12.9,Meeting,4.4,3,10.15,5,1.26,Stormy,Low,Cash,No,Cancelled by Driver,Suburban,Rural,SUV,8,4,50,12,171.8,216.468,34.36,23,No,Thursday,No,No,No,No,0,216.468,
06-05-2016 05:47,05-06-2016 06:02,Business,Capitol One,Mcvan,14.4,Meeting,4.9,3.4,19.7,48,1.82,Rainy,Low,Cash,No,Cancelled by Driver,Suburban,Suburban,Auto,12,0,50,12,286.4,521.248,5.966666667,5,No,Friday,No,Yes,No,Yes,0,521.248,
06-05-2016 16:45,05-06-2016 16:59,Business,Chapel Hill,Morrisville,17,Meeting,4.4,3,12.46,103,1.71,Stormy,Medium,Cash,No,Cancelled by Driver,Suburban,Urban,Sedan,1,1,50,12,199.52,341.1792,1.937087379,16,No,Friday,No,No,No,No,0,341.1792,
06-05-2016 17:18,05-06-2016 17:44,Business,Morrisville,Cary,7.9,Customer Visit,4.1,4.3,21.68,79,1.61,Rainy,High,Wallet,Yes,Cancelled by Passenger,Urban,Rural,Sedan,9,2,50,12,310.16,499.3576,3.926075949,17,Yes,Friday,No,Yes,Yes,No,31.016,468.3416,
09-05-2016 06:08,05-09-2016 06:25,Business,Cary,Morrisville,8.4,Customer Visit,4.5,4.8,6.78,102,2.46,Foggy,Low,UPI,No,Completed,Urban,Rural,Sedan,1,4,50,12,131.36,323.1456,1.287843137,6,No,Monday,No,No,No,Yes,0,323.1456,
09-05-2016 14:39,05-09-2016 15:06,Business,San Francisco,Palo Alto,20.5,Between Offices,4.2,3.5,26.82,84,2.4,Stormy,Low,Cash,No,Completed,Urban,Suburban,SUV,10,0,50,12,371.84,892.416,4.426666667,14,No,Monday,No,Yes,No,No,0,892.416,
09-05-2016 17:58,05-09-2016 18:26,Business,Palo Alto,Sunnyvale,9.8,Customer Visit,4.3,4.9,9.33,13,2.18,Clear,Medium,Wallet,Yes,Cancelled by Driver,Rural,Urban,SUV,2,3,50,12,161.96,353.0728,12.45846154,17,Yes,Monday,No,No,No,No,16.196,336.8768,
09-05-2016 19:35,05-09-2016 19:59,Business,Sunnyvale,Newark,17.6,Customer Visit,4.9,3.1,11.67,36,2.88,Stormy,High,UPI,Yes,Completed,Rural,Rural,SUV,3,3,50,12,190.04,547.3152,5.278888889,19,Yes,Monday,No,No,Yes,Yes,19.004,528.3112,
10-05-2016 09:03,05-10-2016 09:20,Business,Newark,Menlo Park,9.3,Customer Visit,4.1,4.9,2.68,19,1.7,Rainy,Low,UPI,Yes,Cancelled by Passenger,Rural,Suburban,Sedan,7,4,50,12,82.16,139.672,4.324210526,9,Yes,Tuesday,No,No,No,No,8.216,131.456,
10-05-2016 17:19,05-10-2016 17:31,Business,Menlo Park,Newark,7.9,Customer Visit,4.9,3.7,4.23,16,1.49,Foggy,Medium,Wallet,Yes,Completed,Urban,Suburban,SUV,9,3,50,12,100.76,150.1324,6.2975,17,Yes,Tuesday,No,No,No,Yes,10.076,140.0564,
11-05-2016 08:35,05-11-2016 09:12,Business,Newark,San Francisco,25.6,Meeting,4.9,3.2,15.96,101,2.31,Clear,Low,Cash,No,Cancelled by Driver,Suburban,Suburban,Mini,3,2,50,12,241.52,557.9112,2.391287129,8,Yes,Wednesday,No,Yes,No,Yes,0,557.9112,
11-05-2016 21:47,05-11-2016 22:04,Business,Morrisville,Cary,8.1,Meeting,3.8,4,8.76,113,1.4,Stormy,Low,UPI,Yes,Cancelled by Passenger,Rural,Suburban,SUV,8,1,50,12,155.12,217.168,1.372743363,21,No,Wednesday,No,No,No,No,15.512,201.656,
,5/14/2016 18:39,Business,Cary,Morrisville,3.1,Meal/Entertain,3.6,3.5,25.23,82,1.63,Rainy,Low,Cash,No,Cancelled by Passenger,Rural,Rural,Auto,9,0,50,12,352.76,574.9988,4.30195122,,No,,No,Yes,No,No,0,574.9988,
,5/14/2016 23:05,Business,Morrisville,Cary,3.1,Meal/Entertain,3.7,3.6,1.43,61,1.45,Clear,Medium,Cash,No,Cancelled by Driver,Urban,Urban,Sedan,10,4,50,12,67.16,97.382,1.100983607,,No,,No,No,No,No,0,97.382,
,5/17/2016 13:23,Business,Whitebridge,Preston,2.8,Errand/Supplies,3.5,3.6,11.99,12,1.14,Foggy,High,Card,Yes,Completed,Rural,Suburban,Sedan,7,3,50,12,193.88,221.0232,16.15666667,,No,,No,No,Yes,No,19.388,201.6352,
,5/17/2016 14:08,Business,Preston,Westpark Place,2.7,Errand/Supplies,3.6,4.6,10.78,76,2.65,Clear,Medium,Cash,Yes,Cancelled by Driver,Suburban,Suburban,Mini,4,1,50,12,179.36,475.304,2.36,,No,,No,No,No,No,17.936,457.368,
,5/17/2016 14:40,Business,Westpark Place,Whitebridge,1.9,Errand/Supplies,4.5,4.1,1.56,31,1.51,Foggy,High,Card,Yes,Completed,Urban,Rural,SUV,4,2,50,12,68.72,103.7672,2.216774194,,No,,No,No,Yes,Yes,6.872,96.8952,
,5/18/2016 9:41,Business,Cary,Morrisville,8.4,Customer Visit,3.6,3.6,4.61,66,1.95,Clear,Low,UPI,Yes,Completed,Urban,Suburban,SUV,4,3,50,12,105.32,205.374,1.595757576,,No,,No,No,No,No,10.532,194.842,
,5/18/2016 13:02,Business,Morrisville,Raleigh,7.6,Customer Visit,4,4.2,13,16,1.09,Stormy,High,Wallet,Yes,Cancelled by Passenger,Suburban,Suburban,Auto,6,3,50,12,206,224.54,12.875,,No,,No,No,Yes,No,20.6,203.94,
,5/19/2016 15:01,Business,Old City,Parkway Museums,2.9,Meal/Entertain,4.8,4.4,15.29,69,2.4,Rainy,Low,Card,Yes,Cancelled by Driver,Suburban,Urban,Mini,4,0,50,12,233.48,560.352,3.383768116,,No,,No,Yes,No,Yes,23.348,537.004,
,5/20/2016 11:07,Business,Old City,Hog Island,11.2,Meeting,3.5,3.5,12.72,111,1.66,Stormy,Low,Wallet,No,Cancelled by Passenger,Suburban,Suburban,Auto,5,2,50,12,202.64,336.3824,1.825585586,,No,,No,No,No,No,0,336.3824,
,5/20/2016 16:12,Business,Morrisville,Cary,8.2,Meal/Entertain,4.7,3.8,16.4,108,2.49,Stormy,Medium,UPI,No,Cancelled by Driver,Rural,Rural,Auto,9,2,50,12,246.8,614.532,2.285185185,,No,,No,Yes,No,Yes,0,614.532,
,5/22/2016 15:46,Business,Cary,Morrisville,3,Meal/Entertain,3.9,3.2,18.26,46,1.82,Foggy,Low,Cash,No,Cancelled by Driver,Suburban,Urban,Sedan,12,4,50,12,269.12,489.7984,5.850434783,,No,,No,Yes,No,No,0,489.7984,
,5/22/2016 18:53,Business,Morrisville,Cary,2.5,Meal/Entertain,3.7,3.4,1.29,66,1.39,Foggy,Medium,UPI,No,Cancelled by Passenger,Urban,Rural,Sedan,7,0,50,12,65.48,91.0172,0.992121212,,No,,No,No,No,No,0,91.0172,
,5/23/2016 20:27,Business,Whitebridge,Savon Height,3.6,Meal/Entertain,4.5,4.4,14.46,119,2.03,Foggy,High,Wallet,Yes,Cancelled by Driver,Suburban,Urban,SUV,8,4,50,12,223.52,453.7456,1.878319328,,No,,No,No,Yes,Yes,22.352,431.3936,
,5/23/2016 21:21,Business,Savon Height,Whitebridge,3.6,Errand/Supplies,4.4,3.4,28.94,15,1.26,Stormy,High,UPI,Yes,Cancelled by Driver,Urban,Urban,SUV,5,0,50,12,397.28,500.5728,26.48533333,,No,,No,Yes,Yes,No,39.728,460.8448,
,5/27/2016 20:30,Business,Whitebridge,Kildaire Farms,4.5,Errand/Supplies,4.8,4.1,16.05,107,1.88,Clear,Low,Cash,No,Completed,Urban,Suburban,Auto,5,2,50,12,242.6,456.088,2.26728972,,No,,No,Yes,No,Yes,0,456.088,
,5/27/2016 20:53,Business,Savon Height,Kilarney Woods,1.2,,4.6,4.4,20.65,47,1.63,Clear,Medium,UPI,No,Cancelled by Driver,Rural,Suburban,SUV,13,0,50,12,297.8,485.414,6.336170213,,No,,No,Yes,No,Yes,0,485.414,
